Name,Type,HP,Attack,Defence
Primeape,Fighting,64.20313441390908,104.73640649760314,61.57094438158679
Bulbasaur,Grass,44.879221100496416,51.03149146144171,48.422175234430036
Weezing,Poison,65.74059566421424,89.14552252529528,118.72229645312171
Chansey,Normal,249.6616921662117,5.24914760806213,5.264710514719187
Clefairy,Fairy,70.60988482469796,45.879036513345085,48.116444789356905
Bulbasaur,Grass,45.39822689854966,47.54373432590916,48.14664889045819
Dewgong,Water,90.25318108051293,69.24209961181873,79.84352798898371
Cloyster,Water,49.353006267404524,95.55833198988468,178.9998134955111
Persian,Normal,65.58733979905386,69.2437230303883,60.31111815573676
Bulbasaur,Grass,45.06899133126684,50.082232520661385,50.02927393435252
Clefable,Fairy,95.60042129157188,69.39779094451909,71.593413390238
Hypno,Psychic,85.06975046696152,74.56303762601634,68.91042296591304
Cloyster,Water,48.71659683756569,94.9242330607754,180.52233094213798
Nidorino,Poison,60.02817356535368,73.11634049311866,57.28657889328028
Nidoqueen,Poison,90.33658934862653,93.04828060364822,87.06566048178827
Primeape,Fighting,67.68975821765096,104.2834147902619,59.55676065951163
Nidorino,Poison,62.02061433624764,73.93227619776674,55.55989796345148
Rhyhorn,Ground,80.18874123144668,83.00566098110936,93.71764901439884
Kabutops,Rock,58.02364565992718,114.6508351261939,104.69569486063946
Krabby,Water,29.899967052391965,106.44033546419462,91.04172488814922
Starmie,Water,60.25727852560907,76.16600379592572,83.93246451190288
Haunter,Ghost,45.590270441922854,50.120818759981816,44.552146444645416
Mr.Mime,Psychic,39.608473115199,44.64806781442229,64.48213579172308
Staryu,Water,30.844772174855756,44.46431153062701,56.26978189240788
Hitmonlee,Fighting,50.36313372157813,120.3099912336668,52.86180995068171
Venomoth,Bug,71.63901822247414,64.86239427482228,61.08027737012132
Wartortle,Water,59.13167238852904,63.24242269057992,79.56662814998461
Hitmonchan,Fighting,50.06594078151935,104.8246939786379,80.09973994979235
Vulpix,Fire,37.22337112122566,39.69966183340905,39.937271225898336
Abra,Psychic,23.964742893442185,19.537239137050534,15.484509277535354
Clefairy,Fairy,70.12562363691875,45.62938832264607,49.95378898032148
Koffing,Poison,40.893132951274495,65.74242203020702,95.77600275876743
Kabuto,Rock,29.90741503527605,78.78112591102307,88.68054152352205
Grimer,Poison,80.8753234796888,81.28053239205707,51.667396861896606
Muk,Poison,104.3968815960838,104.5221935307817,73.76375696365174
Starmie,Water,60.90747642715093,73.28842603236238,84.5840628169751
Pinsir,Bug,67.38081671340728,125.25930834744752,100.94895433817659
Kabutops,Rock,60.40620224522927,115.78494995033759,105.57981308566355
Dragonite,Dragon,90.39073193199582,133.313732790937,94.74481660890142
Victreebel,Grass,79.97549034089167,106.63996905995862,64.23093900482495
Bulbasaur,Grass,45.118115313005354,50.39533336759382,49.234057294746165
Persian,Normal,65.73911096964028,68.57123790386078,59.97205482019217
Porygon,Normal,65.23041247807681,59.77092567468176,70.94412017576148
Kingler,Water,55.19380518071467,130.88487875253904,115.48721256208121
Parasect,Bug,60.19672474152224,96.0872623755124,78.93725553053002
Nidorana b,Poison,47.33714431096986,55.70594207483069,39.562740896629656
Mr.Mime,Psychic,39.52630905929879,46.182440087395676,65.44629297862876
Pidgeot,Normal,83.99123040311828,80.09312457462512,75.15678543244307
Weepinbell,Grass,64.41549213480145,88.8920453921429,49.209010554621244
Drowzee,Psychic,59.80758167905906,48.312571681470146,42.831426136996434
Metapod,Bug,50.653897265125565,20.246392045601915,55.34534253859675
Krabby,Water,31.223148461245422,103.17795542944928,91.89305674055987
Diglett,Ground,10.8371841606026,54.589376745567456,24.41754694009403
Cubone,Ground,49.343301102051235,49.72150943258228,94.21848436691027
Rapidash,Fire,65.46267369270386,101.72160054833243,69.22205116334975
Raichu,Electric,59.445799593964736,90.21390738692664,55.2755045776233
Rhyhorn,Ground,79.14400385759274,85.46747253742727,96.17647065789657
Venomoth,Bug,69.19339672558198,65.17495096495152,61.16212016613672
Ekans,Poison,35.448286918503086,60.06705137146288,43.4987445397034
Magneton,Electric,50.615034616667536,62.09190663840125,96.94059410692941
Weepinbell,Grass,64.18432532891643,88.6501837505637,50.48836342604923
Ivysaur,Grass,60.52239181334827,61.17639984028743,62.82919881781295
Machop,Fighting,69.37483875785094,80.24942547691678,49.58286323350131
Goldeen,Water,45.15672781097577,68.67428382320786,59.66416462306138
Aerodactyl,Rock,79.3145570805781,103.49335716330854,63.80340611008988
Squirtle,Water,45.509056811599365,48.51801162921968,67.07796832476316
Muk,Poison,105.242407005045,105.7425527696375,76.65016698655589
Moltres,Fire,89.12455617268466,100.46904921793609,91.11123296045949
Voltorb,Electric,40.465194193595195,30.22182469323214,50.34679100184189
Dugtrio,Ground,34.20016430076542,81.11058812723878,49.36123762453119
Vileplume,Grass,75.26144145744134,79.40717464025643,84.88719450744362
Aerodactyl,Rock,77.90063166894379,106.2481644250726,64.84603733924877
Electrode,Electric,61.66442555794809,48.95960877475899,71.04178296712392
Dratini,Dragon,40.871572364809765,65.04024485559057,44.66704898826831
Krabby,Water,30.30753982870117,105.1617128499397,88.82660393766831
Vaporeon,Water,130.36537124958772,64.26685390157402,60.689069719213784
Aerodactyl,Rock,80.35748887265957,107.00670229255051,64.1641479403882
Grimer,Poison,81.30709193660739,80.94767285360857,49.97353388051509
Poliwag,Water,38.439675566196,50.33179419924816,40.46126680498651
Golbat,Poison,74.79055877499638,81.0857322779761,69.60185932138026
Poliwag,Water,40.4348549004485,49.86852148955725,39.00430805841474
Pikachu,Electric,34.27169664453159,54.90672020298221,40.258797371030965
Kakuna,Bug,43.80622263533278,24.953877142238877,50.07656363924358
Ekans,Poison,35.69550475912507,59.38490888678571,42.86076896959654
Muk,Poison,105.2154541446112,104.85482777375948,76.07500955985202
Sandslash,Ground,75.48284590790117,101.70859086900565,110.24325269047294
Primeape,Fighting,64.436552466179,104.81407940364588,59.19082121334224
Seaking,Water,80.60337935278164,92.22759344889472,64.57525530248898
Ponyta,Fire,49.532238359287945,84.51406424493513,54.69349561000842
Chansey,Normal,250.10576584953216,4.176373454655843,5.98165438730572
Staryu,Water,29.016645853012044,46.4782773195511,55.188631743532646
Arbok,Poison,60.662730834190455,85.2330363945644,68.3630692153269
Kabuto,Rock,31.34132959776965,78.92784612733259,89.19976878066535
Rhydon,Ground,105.12493375215597,129.46224483182752,120.29478697994404
Rapidash,Fire,64.18190332160175,101.13974143065172,70.61332844697885
Exeggcute,Grass,58.44590856116401,41.15456575979015,80.23286439477559
Sandshrew,Ground,49.69978299385803,74.43027395585705,85.05785318702806
Seadra,Water,55.52608130953211,64.91034768014475,94.37580337232761
Zapdos,Electric,90.63908240804709,89.43640074008118,83.7311742236109
Ekans,Poison,35.16906159378688,59.16196044479519,43.198545518438046
Vaporeon,Water,130.89385882640642,64.72936387835901,57.135903683539226
Meowth,Normal,40.71040748119698,44.89285382702502,35.87721440496258
Gastly,Ghost,32.09875307574903,36.29597380253428,30.672731310526885
Cubone,Ground,50.98977221625851,48.859020244532935,95.16826668093063
Snorlax,Normal,162.51049368647728,110.04310154527113,65.01425667133917
Meowth,Normal,40.23968418719972,47.02700634479801,35.07763208448879
Mew,Psychic,101.47366015960475,100.52504421922579,100.0065559812168
Golduck,Water,81.19349250130394,82.52700413445557,77.38646809765389
Sandshrew,Ground,49.16207092351981,77.03887324613424,84.31879282186505
Spearow,Normal,38.85298962167553,61.32203231625191,31.74729983482718
Sandshrew,Ground,49.711134332893906,75.21353552230903,83.15576779539994
Ninetales,Fire,73.99563546988202,76.78688053029221,75.07179072287698
Wigglytuff,Normal,140.78760190399322,69.26955725337086,45.346858481480105
Eevee,Normal,55.07234965785403,55.16769925843894,50.769771912816424
Scyther,Bug,68.29139465624621,109.26846574407361,81.26707625622117
Dugtrio,Ground,35.3224862144277,79.3257950056538,50.91198041655002
Alakazam,Psychic,55.004481315437516,49.93117047448015,45.84099780165996
Marowak,Ground,60.69209509805313,77.8938605715238,110.5985115333785
Golduck,Water,80.55404637483458,81.2543902393594,77.91429435970625
Hypno,Psychic,86.472107309236,73.27124005247964,70.06654904159718
Rhyhorn,Ground,81.7028388191476,86.1020436631731,95.62682278988827
Moltres,Fire,89.69905673658322,99.13107125061181,88.9107848806338
Butterfree,Bug,58.853644696719755,45.582112896666665,49.82410802770014
Tentacool,Water,39.63443008987794,40.52151478187596,35.88749858265222
Gyarados,Water,94.04028165301885,124.35701348447061,77.60273747091131
Rattata,Normal,30.08090607509469,56.873906720398395,34.420222964969156
Drowzee,Psychic,60.41585241443584,49.430836827414794,45.093398531608415
Venusaur,Grass,80.7044701305093,82.5697643785138,81.5844819816342
Dragonite,Dragon,90.38915578616235,135.2427818715845,96.19994351237992
Krabby,Water,30.658248737192395,104.49795368525174,90.20146672682225
Muk,Poison,105.4916408180719,106.18454512422939,76.59049522019427
Seel,Water,64.74583566739965,45.58781371786574,56.12062471432267
Psyduck,Water,48.03202713692169,53.198727240112376,47.941292125500546
Charmander,Fire,39.82342730925539,51.65207680988486,42.820245160838354
Doduo,Normal,34.930355419597596,85.5048397882983,43.63478159384531
Kakuna,Bug,45.30919942421244,26.072136129117883,51.242139887602995
Bellsprout,Grass,50.67062200135146,74.59793830430503,34.561212181334675
Kangaskhan,Normal,103.27825921580846,94.90064732729623,80.87488321003448
Golem,Rock,80.97813903237582,120.45007214703892,128.84825079753114
Slowpoke,Water,91.55180231756798,63.54969845401207,64.98517067208864
Gastly,Ghost,31.088276758919434,35.56968704843528,30.5051136191919
Hitmonchan,Fighting,49.512826437198314,105.73510064904275,79.09918675026933
Slowpoke,Water,91.02004561037715,67.09994386086852,64.16448776362368
Koffing,Poison,40.8395027882976,65.71377439147825,94.64275515611442
Exeggcute,Grass,60.096169270612535,39.846692059314385,78.82851322393498
Hypno,Psychic,83.32880770659008,73.30104556716573,69.85313935139622
Pinsir,Bug,64.60269029398339,124.65134140154292,100.28087009363584
Nidorina f,Poison,71.37136500875586,62.45143914320172,66.59987496178564
Kabuto,Rock,29.24914675200196,79.05226012563695,88.10441188417636
Dragonite,Dragon,89.14913329449128,134.49299000651237,94.45394041888153
Meowth,Normal,40.1357399871124,45.664759858664304,34.068681913940736
Mew,Psychic,100.09968021804161,97.61188465326222,99.39911667340279
Clefairy,Fairy,68.49600642109914,44.410402128431365,48.80319677532616
Chansey,Normal,249.37168520889367,5.049471345921703,3.8405932211904545
Staryu,Water,30.056796040619627,45.407153395684446,55.59142977795652
Geodude,Rock,41.31134364178533,80.39196247536462,100.1049261036923
Weepinbell,Grass,64.66999560632458,89.82744564877102,48.61646467453674
Magikarp,Water,20.21486033566879,9.819924741667425,54.60840679192633
Kabuto,Rock,31.51365797885806,80.2295353933496,90.27734208378978
Kadabra,Psychic,40.571600624094906,35.09016552561133,32.139371182825414
Starmie,Water,60.13261955804962,75.22839125835478,84.44522396885965
Golduck,Water,78.39317251527913,81.62535166254567,76.10029854801891
Growlithe,Fire,54.50238828765016,70.16088071584149,46.07651478767132
Omastar,Rock,69.12880084324112,59.73071942272141,124.95515480742223
Wartortle,Water,58.27417638686493,61.7789639437213,79.02167436762707
Alakazam,Psychic,53.90632005034354,48.57965458787842,45.583853198225285
Omanyte,Rock,36.249590724983264,40.47262556278439,99.66126413929308
Metapod,Bug,48.72479267830745,20.641549899391137,55.359101042923385
Parasect,Bug,60.983597273174574,94.93385674171573,80.53555806827902
Butterfree,Bug,59.536709952193085,46.73764644168126,49.34453146080121
Tangela,Grass,64.12617463443321,54.48631539071453,114.10703818137401
Farfetch'd,Normal,52.67663731401716,64.91392749045612,55.967712612251624
Victreebel,Grass,79.38008111775756,104.45038295267877,64.1433357659654
Starmie,Water,61.14460242495047,75.52696020751114,83.89347035134512
Krabby,Water,29.841126650404977,104.6430886055697,87.77300324178383
Machop,Fighting,71.61927461134472,79.29157048880263,49.99040631795852
Vileplume,Grass,76.19134287001455,78.04918728941458,84.08965989521413
Seel,Water,65.36358176777111,44.60851495381066,55.36056869444892
Shellder,Water,30.069321474918628,64.30782167675727,98.48628275742988
Weepinbell,Grass,64.90625566884312,90.1521359653627,49.13261594592124
Dragonair,Dragon,61.19119956503536,84.9438948911363,65.59335145830082
Jolteon,Electric,66.73122806115843,64.87042687695028,58.57762351155484
Electrode,Electric,59.49117576031977,49.28637916248389,69.43216420050966
Poliwrath,Water,90.94546416267572,95.19983818097721,93.81135269654203
Rapidash,Fire,66.77186709506292,100.15994056635583,70.49319773397046
Ninetales,Fire,71.93121520125604,75.43753386077944,73.85434902879031
Golduck,Water,78.70086007843875,81.15983446117669,78.5855975378098
Vaporeon,Water,130.4268094646876,65.03363325981898,58.541374261547624
Articuno,Ice,90.30382379764828,84.7950522012165,99.43895495354377
Oddish,Grass,44.59821257840747,49.508143580096984,53.48684380527848
Zapdos,Electric,88.69210271115202,89.76123483679379,84.59151142361351
Eevee,Normal,54.9074340860949,55.00577925329125,49.546208424300936
Abra,Psychic,24.93011571291002,19.99726336075434,14.667684768413583
Wigglytuff,Normal,140.50786121758736,70.4091935986492,44.57830747439017
Magikarp,Water,19.59705797758711,10.254409351492377,55.34760155031035
Weedle,Bug,40.96735250224719,35.54375104498817,29.53668168117511
Weedle,Bug,39.34493073288897,36.17564978054582,30.327601386632125
Alakazam,Psychic,55.54045216533336,49.65625547558274,44.617317107398144
Charizard,Fire,77.06794345233116,83.81228411563444,78.64027067054909
Koffing,Poison,40.180799821684495,65.45775214483483,95.15932503426689
Charizard,Fire,77.94286367316829,83.16363458164912,78.1879965900705
Hitmonlee,Fighting,51.13083202091603,121.18029099232395,53.07257825103908
Zapdos,Electric,91.93117177450219,89.75490131934073,85.66002474868543
Electabuzz,Electric,63.94951483718751,81.9117338669614,57.15858824532905
Persian,Normal,64.2616784567283,71.26064428396099,60.4498265186309
Magmar,Fire,65.1233262770391,94.60123248648314,58.79815417167972
Zubat,Poison,40.307784028539366,43.41930029499587,35.527146931328055
Nidorino,Poison,61.063869806452864,71.82056169722772,57.575642023898894
Shellder,Water,29.42448140029586,64.9589213009199,100.12230634062203
Ninetales,Fire,72.15430786171561,76.25647251212824,75.36522007479672
Cubone,Ground,49.99774224762871,49.01098201119581,95.53961151933312
Tentacruel,Water,79.60475362864635,69.57935238119273,63.536487513488105
Golbat,Poison,73.213454912716,79.57023003136868,70.70080449168886
Weepinbell,Grass,64.14016958220004,88.81694984101702,49.70384669957293
Bulbasaur,Grass,44.99145984724505,48.95292016010722,48.648998692434105
Oddish,Grass,44.86935007827119,48.038314587059084,54.82289115965394
Haunter,Ghost,43.89698397883402,49.694601493890424,45.74391547872197
Venonat,Bug,59.07002141898949,54.9374259745416,50.00969292087354
Farfetch'd,Normal,52.016916533874166,63.54570792792882,55.38389113531119
Slowbro,Water,96.16006892084809,75.88514576962513,110.84599706624691
Aerodactyl,Rock,81.1885179327666,104.27332301346495,63.96622851714107
Blastoise,Water,79.55781449346492,83.47332945228548,99.35910139814128
Scyther,Bug,68.15405134837614,110.80282515609714,80.20716712404584
Oddish,Grass,45.09502210347711,50.2399074865408,54.42309407449375
Moltres,Fire,88.42058031923023,100.85125017709579,89.61643608973192
Hypno,Psychic,85.97233144778656,74.5376175008549,69.81541085093873
Persian,Normal,65.10428434868834,70.32200279704543,60.26171926193637
Vulpix,Fire,38.76607661731578,40.77710118759729,38.488725012697564
Weedle,Bug,39.20607167636571,34.783861367551246,30.72098378159131
Psyduck,Water,51.48419328311265,52.30181005546291,46.31832951229192
Wartortle,Water,59.19792749161052,62.744225535669024,79.95842992579178
Scyther,Bug,68.6488300511489,109.1224124272002,79.94355684358645
Sandslash,Ground,76.72675374406144,100.56287300916796,110.85687335561143
Gyarados,Water,95.13375661529119,124.95629878800028,77.57615924671808
Venonat,Bug,60.71228125673005,54.950435215815716,49.6054762646165
Seel,Water,63.80401887449678,43.63071169549205,54.66136185558607
Beedrill,Bug,65.07764039350064,89.92389023659732,39.524792343569366
Muk,Poison,105.94016590863502,105.31333728085501,74.27392667656643
Voltorb,Electric,40.24205221619906,27.676560795534876,50.15950366309619
Oddish,Grass,45.12564515622212,50.15489579493627,54.35387504323257
Muk,Poison,105.15304620502373,103.66942656534592,74.72583428358719
Alakazam,Psychic,55.39176296868503,49.702552506411095,43.81908239191365
Pidgeot,Normal,83.21221427618039,80.86108015761405,76.9895879629657
Squirtle,Water,43.653078710571634,47.59639989751318,65.82594212150305
Seadra,Water,56.07038804753392,62.619653386806746,96.07006409679389
Charmander,Fire,38.345298603336516,51.20285542035265,43.52062527099527
Spearow,Normal,41.049806106914,60.15239056578706,31.684486089988976
Farfetch'd,Normal,51.50653663093379,65.36352194592517,55.484274507838904
Nidorina f,Poison,70.88319587598622,62.804368947642416,66.78462768065347
Metapod,Bug,49.32951547581753,18.890594897599936,54.39512016795251
Psyduck,Water,48.68393021417066,52.845992376429756,46.87582838274628
Farfetch'd,Normal,51.63783637123141,67.12417799719941,54.6627542413423
Mankey,Fighting,39.02404276072126,80.33514492782389,34.81494985869829
Pinsir,Bug,64.87117528728784,123.78291584133491,101.47075823762829
Abra,Psychic,27.477028535341773,21.571424839395615,13.959106683495966
Nidorana b,Poison,45.863174009681806,56.242182441077446,39.16582831686274
Seadra,Water,54.75745165746104,65.13576429963952,95.53698558769142
Psyduck,Water,49.51017784318895,53.12384096856443,48.73374916622515
Cloyster,Water,48.737877288403446,95.53037275458361,179.76817611914748
Krabby,Water,29.311298711366682,104.31865223649002,92.7277580057276
Mew,Psychic,101.87737680716042,99.64222848779575,100.26982765855833
Cloyster,Water,50.2625914473005,93.7692609390178,178.8943124737635
Clefairy,Fairy,70.57985192258322,45.25250261474105,48.48087283035422
Bulbasaur,Grass,45.98426067855994,48.335736756779156,49.12084242488881
Eevee,Normal,56.772921567061495,56.304832556658205,50.13074458322052
Metapod,Bug,50.16514332459179,20.404186987511075,55.554434909585495
Ponyta,Fire,49.61851275503923,85.18867519789623,53.43755617633725
Clefairy,Fairy,70.36649185284173,45.83774092914367,48.04227176037847
Kakuna,Bug,45.50959219990484,25.29686618290665,50.600713814584324
Farfetch'd,Normal,51.288342091406356,64.48173143480528,53.748737818573474
Growlithe,Fire,54.014569228662204,68.7608802023738,46.28052785489449
Pidgeot,Normal,82.83072028500237,80.57540873284881,76.65375072938285
Hitmonchan,Fighting,49.738614392899564,104.46790624580764,79.26132518903533
Horsea,Water,29.40972443175376,40.535771128279485,69.63206412721745
Seadra,Water,54.05881057938716,65.52915171258435,95.74914072665503
Gengar,Ghost,59.92782654298817,65.3331667126357,60.88894866647614
Machoke,Fighting,80.80139536602827,100.0807611648751,70.22529898906882
Kangaskhan,Normal,105.6921157904601,94.47673520894845,79.31763052640738
Jynx,Ice,62.958241968677584,49.93789843271529,34.875921498289365
Bulbasaur,Grass,43.690895975262066,47.742227404864316,49.71478042267651
Vulpix,Fire,37.7768138609178,41.23358124602372,38.348584828910816
Ditto,Normal,47.82794156999966,48.77282641519693,45.76826873917246
Blastoise,Water,79.79514872943264,84.31795137569692,101.05661766828871
Fearow,Normal,65.83358869262278,89.90646213681862,62.843987557812305
Clefairy,Fairy,70.27543718227524,45.10218869518628,47.842489229915536
Venomoth,Bug,70.08441832276692,64.66175873427787,58.80167996182388
Charmeleon,Fire,57.986528203290554,65.35705653473983,57.741627747455055
Seaking,Water,80.76955364607495,92.07596467696602,66.05074058946535
Nidorana,Poison,54.03223437032729,48.347442730297786,51.86768010673716
Seaking,Water,79.21917713763906,94.00823161982466,64.35074275851281
Clefable,Fairy,96.388880254893,69.4202425652119,73.03168388739859
Charmander,Fire,37.91849030071038,53.150751464678955,43.23363177252291
Krabby,Water,30.2415183257075,104.25756386036585,91.00060299164821
Rapidash,Fire,66.90515955367063,99.78653628171803,68.53468511214301
Psyduck,Water,49.87992838719643,52.95701515788841,49.501273295854475
Poliwhirl,Water,65.64490450150029,65.26457419908854,65.96358276508126
Vileplume,Grass,74.90827185105957,80.30555574549105,86.60898094067025
Beedrill,Bug,65.47219573017381,89.81074804725436,39.66645571695299
Vulpix,Fire,37.76540482955082,41.096872499811376,39.386052321900706
Omastar,Rock,70.22289365974805,59.86678583155394,124.2415508714525
Poliwag,Water,40.95566745060108,51.40828247756565,40.67085719979681
Charmander,Fire,37.906952537191515,52.33587001823606,44.09344192187144
Psyduck,Water,48.8726417654376,51.34067389005113,46.76962068917377
Meowth,Normal,40.37390750193418,44.73395869851491,36.420273747942026
Hypno,Psychic,84.99292635826262,73.15809141876774,68.57754140642207
Wigglytuff,Normal,141.2777275716976,70.13687750758488,45.17995065679446
Dodrio,Normal,60.38434404154713,110.15815367847435,69.75447699934112
Metapod,Bug,50.067892101147926,20.543444307328365,54.819649490174754
Seel,Water,65.00760833819088,45.28207402416211,56.309665738451855
Electabuzz,Electric,65.12944469414855,81.42926038353939,56.494999350748415
Wartortle,Water,58.450207151858244,64.65754071702203,81.16409188396872
Seel,Water,65.33250833497377,46.89778247319879,53.52202252820328
Victreebel,Grass,81.00321976102441,105.712855872425,64.42124080247105
Mr.Mime,Psychic,39.10440421539973,44.99109845502951,64.47658661027324
Doduo,Normal,35.197684174522884,85.17039757154896,45.33322452072777
Bellsprout,Grass,50.02037248946201,75.19666419243106,34.96314921040799
Ekans,Poison,35.989301345239625,60.414404571869696,45.77763854115581
Jynx,Ice,65.1615799791598,51.130001555404675,34.294257250577914
Omanyte,Rock,35.176890143046045,40.456857099842324,99.07576089697653
Parasect,Bug,60.08740167301281,92.75416691211555,79.3853662892105
Pidgeotto,Normal,64.78216329650417,61.08272923742404,55.824916156182105
Tauros,Normal,74.8913406185549,100.63186378715119,95.55373387535928
Exeggutor,Grass,95.06932689462629,93.97777349116676,85.94700268810273
Magikarp,Water,20.070908991568604,11.023543703353283,56.312874521637
Pidgey,Normal,38.63255738711009,43.98521095613091,39.30149445959499
Victreebel,Grass,81.57500806816292,103.43560775062095,65.11156778382029
Seel,Water,66.82559362481739,46.5847789785483,55.47503223270933
Nidorana b,Poison,45.27158041524233,56.392978731453475,40.50188135239072
Charizard,Fire,78.59781447132606,85.0633529583791,79.27050503716737
Poliwag,Water,40.1431331463183,51.348516526722534,39.483549167590674
Pidgey,Normal,41.98694289421407,46.369528739283695,39.920874611250085
Squirtle,Water,44.451127055765255,47.919458996634425,66.05894409235766
Golem,Rock,79.84757547925423,121.17361555146405,129.0169859563108
Paras,Bug,36.444730289337095,69.04261085633001,56.29139740414526
Magnemite,Electric,25.915487630180916,34.2752546513683,69.26470726847305
Spearow,Normal,40.0357122177073,62.5751436769489,29.602772716580006
Tauros,Normal,75.33610772919914,99.11557317391355,93.15570329011565
Paras,Bug,34.26177884239699,69.41328913192339,54.548627836608475
Psyduck,Water,49.0071431388079,53.398917127515375,47.75655742165843
Butterfree,Bug,58.83919922301914,44.960251680401115,51.40915270065568
Golduck,Water,81.17443513058342,81.9355868537687,77.88080565357376
Tangela,Grass,64.8950897431833,55.98559063512806,115.21091864601159
Zubat,Poison,38.332510266579284,45.46357807545584,36.98306410845161
Weezing,Poison,63.76037399004113,90.30099676114587,120.30658330134133
Mewtwo,Psychic,105.19904101727862,109.23207762692395,90.4242342438244
Primeape,Fighting,63.55936792260428,105.64981285106067,59.85763365409256
